datetime,	activation,	dropout,	momentum,	minibatch_size,	n_epochs,	learning_rate,	optimizer,	n_layers,	units1,	units2,	units3,	units4,	units5,	units6,	training_r2,	test_r2
2018-03-27 18:12:25,	elu,	0.544473414745,	0.531962511377,	225,	301,	6.07424494972e-05,	AdamOptimizer,	1,	3.40907065382,	None,	None,	None,	None,	None,	-0.348987163279,	-0.348987163279
2018-03-27 18:12:25,	relu,	0.0444734147451,	0.781962511377,	1705,	203,	0.0164259741952,	RMSPropOptimizer,	4,	1.47547690382,	11.8770621587,	14.2647574712,	7.37879721632,	None,	None,	-0.936357587215,	-0.936357587215
2018-03-27 18:12:25,	relu,	0.919473414745,	0.594462511377,	134,	278,	0.0781044496217,	GradientDescentOptimizer,	3,	15.1290152837,	12.7852652837,	13.7362190913,	None,	None,	None,	-0.468317821514,	-0.468317821514
2018-03-27 18:12:25,	tanh,	0.419473414745,	0.844462511377,	1013,	376,	0.000256148785626,	RMSPropOptimizer,	6,	11.8770621587,	12.3311637212,	4.47960122118,	6.67567221632,	8.88758627882,	14.0010855962,	-0.815632589668,	-0.815632589668
2018-03-27 18:12:25,	elu,	0.669473414745,	0.962666394873,	379,	326,	0.00455504111386,	AdamOptimizer,	2,	3.16004721632,	1.18250815382,	None,	None,	None,	None,	-0.96026643546,	-0.96026643546
2018-03-27 18:12:25,	relu,	0.169473414745,	0.719462511377,	2867,	228,	1.44043047555e-05,	RMSPropOptimizer,	5,	4.20008627882,	15.6270621587,	10.0301644038,	7.18956215868,	10.1046012212,	None,	-0.565545679757,	-0.565545679757
2018-03-27 18:12:25,	elu,	0.200723414745,	0.860087511377,	431,	370,	0.000367064429654,	RMSPropOptimizer,	4,	7.36534340868,	12.3458121587,	13.7960074712,	4.09754721632,	None,	None,	-0.0619358750506,	-0.0619358750506
2018-03-27 18:12:25,	relu,	0.700723414745,	0.610087511377,	3265,	272,	0.099261569123,	GradientDescentOptimizer,	1,	5.75282065382,	None,	None,	None,	None,	None,	-0.0905744250198,	-0.0905744250198
2018-03-27 18:12:25,	elu,	0.450723414745,	0.735087511377,	152,	222,	2.06415497802e-05,	GradientDescentOptimizer,	5,	11.9649527837,	13.2833121587,	12.1700309087,	12.3458121587,	1.40223471632,	None,	-0.0666626543074,	-0.0666626543074
2018-03-27 18:12:25,	tanh,	0.950723414745,	0.978291394873,	1154,	320,	0.00652743117411,	AdamOptimizer,	2,	1.75379721632,	8.21375815382,	None,	None,	None,	None,	-0.150007973832,	-0.150007973832
2018-03-27 18:12:25,	elu,	0.0757234147451,	0.672587511377,	256,	395,	0.41858256624,	RMSPropOptimizer,	4,	12.9903434087,	14.2208121587,	8.17100747118,	5.97254721632,	None,	None,	-0.775382240968,	-0.775382240968
2018-03-27 18:12:25,	tanh,	0.575723414745,	0.915791394873,	1941,	297,	0.00154789786518,	AdamOptimizer,	2,	7.37879721632,	13.6348746587,	None,	None,	None,	None,	-0.562168273613,	-0.562168273613
2018-03-27 18:12:25,	relu,	0.325723414745,	0.797587511377,	686,	247,	0.0235386275001,	RMSPropOptimizer,	6,	6.92469565382,	6.44129721632,	15.2608512212,	3.39442221632,	7.46190709067,	11.6573355962,	-0.0515634825465,	-0.0515634825465
2018-03-27 18:12:25,	tanh,	0.825723414745,	0.547587511377,	5491,	345,	8.70446936764e-05,	GradientDescentOptimizer,	3,	15.5977652837,	5.95789877882,	8.57996909132,	None,	None,	None,	-0.971693486337,	-0.971693486337
2018-03-27 18:12:25,	relu,	0.0268156477549,	0.828837511377,	198,	357,	0.0483371606599,	GradientDescentOptimizer,	2,	9.98741372118,	8.94737465868,	None,	None,	None,	None,	-0.824036570495,	-0.824036570495
2018-03-27 18:12:25,	elu,	0.513223414745,	0.578837511377,	1497,	260,	0.000178748456885,	RMSPropOptimizer,	5,	3.73133627882,	1.29969565382,	5.81141440382,	13.2833121587,	4.21473471632,	None,	-0.633251389613,	-0.633251389613
2018-03-27 18:12:25,	tanh,	0.263223414745,	0.703837511377,	560,	210,	0.859569775413,	AdamOptimizer,	3,	1.73914877882,	10.4415152837,	3.89246909132,	None,	None,	None,	-0.89395515742,	-0.89395515742
2018-03-27 18:12:25,	relu,	0.763223414745,	0.947041394873,	4234,	307,	0.00317864700455,	GradientDescentOptimizer,	6,	11.5242060096,	9.25379721632,	3.27723471632,	13.5030387212,	15.7149527837,	7.17371909132,	-0.392122349517,	-0.392122349517
2018-03-27 18:12:25,	tanh,	0.138223414745,	0.641337511377,	890,	382,	4.23879390584e-05,	AdamOptimizer,	1,	15.8614371587,	None,	None,	None,	None,	None,	-0.916634331248,	-0.916634331248
2018-03-27 18:12:25,	elu,	0.638223414745,	0.884541394873,	7122,	285,	0.0114625471795,	GradientDescentOptimizer,	4,	8.30284340868,	13.2833121587,	12.8585074712,	12.3311637212,	None,	None,	-0.636026680395,	-0.636026680395
2018-03-27 18:12:25,	tanh,	0.388223414745,	0.766337511377,	333,	235,	0.000753775992616,	AdamOptimizer,	3,	7.36253455063,	5.02039877882,	13.2674690913,	None,	None,	None,	-0.847932121586,	-0.847932121586
2018-03-27 18:12:25,	relu,	0.888223414745,	0.516337511377,	2518,	332,	0.203836116359,	RMSPropOptimizer,	6,	9.73719565382,	11.1287972163,	12.4483512212,	8.08192221632,	2.79383627882,	1.54871909132,	-0.863222270067,	-0.863222270067
2018-03-27 18:12:25,	elu,	0.333535914745,	0.778056261377,	179,	289,	0.00498373339042,	AdamOptimizer,	5,	3.61414877882,	11.4950081538,	7.56922690382,	4.02549965868,	3.86317221632,	None,	-0.600430141779,	-0.600430141779
2018-03-27 18:12:25,	relu,	0.833535914745,	0.528056261377,	1358,	387,	1.57599487648e-05,	GradientDescentOptimizer,	2,	10.5733512212,	14.6895621587,	None,	None,	None,	None,	-0.245252185219,	-0.245252185219
2018-03-27 18:12:25,	relu,	0.0835359147451,	0.653056261377,	508,	337,	0.0757868115693,	GradientDescentOptimizer,	6,	15.0411246587,	15.7296012212,	7.17491372118,	10.7772347163,	10.2071402837,	12.4776480962,	-0.148265573903,	-0.148265573903
2018-03-27 18:12:25,	tanh,	0.583535914745,	0.896260144873,	3841,	239,	0.000280255923916,	RMSPropOptimizer,	3,	10.0899527837,	8.18446127882,	12.2127815913,	None,	None,	None,	-0.00737261299772,	-0.00737261299772
2018-03-27 18:12:25,	elu,	0.458535914745,	0.715556261377,	807,	264,	6.64591528831e-05,	AdamOptimizer,	4,	11.7012809087,	8.00987465868,	3.57020346632,	3.74598471632,	None,	None,	-0.791911728224,	-0.791911728224
2018-03-27 18:12:25,	tanh,	0.958535914745,	0.958760144873,	6460,	362,	0.0179718852191,	RMSPropOptimizer,	1,	5.16688315382,	None,	None,	None,	None,	None,	-0.935087931682,	-0.935087931682
2018-03-27 18:12:25,	relu,	0.208535914745,	0.835705264172,	302,	312,	0.00118182943181,	AdamOptimizer,	6,	13.1661246587,	13.8546012212,	9.04991372118,	1.40223471632,	8.53602377882,	10.6026480962,	-0.474258833878,	-0.474258833878
2018-03-27 18:12:25,	tanh,	0.708535914745,	0.590556261377,	2284,	214,	0.319590334448,	GradientDescentOptimizer,	3,	15.7149527837,	9.85557778368,	6.58778159132,	None,	None,	None,	-0.772322941036,	-0.772322941036
2018-03-27 18:12:25,	relu,	0.396035914745,	0.809306261377,	391,	277,	0.00242691631522,	GradientDescentOptimizer,	1,	15.2754996587,	None,	None,	None,	None,	None,	-0.672763004777,	-0.672763004777
2018-03-27 18:12:25,	elu,	0.896035914745,	0.559306261377,	2962,	374,	0.656286750003,	AdamOptimizer,	4,	10.7637809087,	7.07237465868,	4.50770346632,	13.8546012212,	None,	None,	-0.381596896531,	-0.381596896531
2018-03-27 18:12:25,	tanh,	0.146035914745,	0.684306261377,	138,	324,	0.000136475533683,	RMSPropOptimizer,	2,	4.21473471632,	2.70594565382,	None,	None,	None,	None,	-0.311397415033,	-0.311397415033
2018-03-27 18:12:25,	elu,	0.646035914745,	0.927510144873,	1047,	227,	0.0369057160701,	GradientDescentOptimizer,	5,	11.8477652837,	6.80750815382,	15.8028434087,	3.08799965868,	2.92567221632,	None,	-0.867140419471,	-0.867140419471
2018-03-27 18:12:25,	relu,	0.271035914745,	0.746806261377,	232,	252,	0.155630114233,	RMSPropOptimizer,	2,	6.08973471632,	11.8770621587,	None,	None,	None,	None,	-0.0350620916292,	-0.0350620916292
2018-03-27 18:12:25,	elu,	0.771035914745,	0.990010144873,	1761,	349,	0.000575512553575,	GradientDescentOptimizer,	5,	6.33495500743,	8.68250815382,	6.63172690382,	4.96299965868,	4.80067221632,	None,	-0.145388315877,	-0.145388315877
2018-03-27 18:12:25,	tanh,	0.0291369275597,	0.87126900012,	636,	299,	0.00977441805828,	RMSPropOptimizer,	3,	7.32034054088,	8.94279012171,	14.9672980999,	None,	None,	None,	-0.271469307658,	-0.271469307658
2018-03-27 18:12:25,	relu,	0.521035914745,	0.621806261377,	4981,	202,	3.23634492041e-05,	AdamOptimizer,	6,	3.05750815382,	3.74598471632,	11.8624137212,	6.08973471632,	1.97352377882,	2.36903159132,	-0.78244975273,	-0.78244975273
2018-03-27 18:12:25,	tanh,	0.614785914745,	0.943135144873,	719,	393,	0.000401610261856,	AdamOptimizer,	5,	13.2540152837,	11.0262581538,	1.47547690382,	14.8067496587,	10.6905387212,	None,	-0.526228865283,	-0.526228865283
2018-03-27 18:12:25,	elu,	0.114785914745,	0.699931261377,	5673,	296,	0.108603453637,	RMSPropOptimizer,	3,	1.38758627882,	15.0118277837,	10.8065315913,	None,	None,	None,	-0.197463049109,	-0.197463049109
2018-03-27 18:12:25,	relu,	0.864785914745,	0.574931261377,	265,	246,	2.25842046862e-05,	AdamOptimizer,	4,	12.1700309087,	2.01414696552,	1.22645346632,	8.69835122118,	None,	None,	-0.85037647262,	-0.85037647262
2018-03-27 18:12:25,	elu,	0.364785914745,	0.824931261377,	2005,	343,	0.00714175259518,	GradientDescentOptimizer,	1,	10.1192496587,	None,	None,	None,	None,	None,	-0.964679483402,	-0.964679483402
2018-03-27 18:12:25,	tanh,	0.739785914745,	0.512431261377,	157,	368,	0.45797696659,	AdamOptimizer,	6,	15.5098746587,	11.5108512212,	7.64366372118,	3.74598471632,	14.4258902837,	8.46278159132,	-0.258714057049,	-0.258714057049
2018-03-27 18:12:25,	relu,	0.239785914745,	0.762431261377,	1192,	271,	0.00169357643166,	RMSPropOptimizer,	3,	6.98985742242,	2.09071127882,	5.18153159132,	None,	None,	None,	-0.00177748843976,	-0.00177748843976
2018-03-27 18:12:25,	tanh,	0.989785914745,	0.882279449713,	446,	221,	0.0257539374299,	GradientDescentOptimizer,	5,	4.08289877882,	5.40125815382,	10.6465934087,	9.18174965868,	8.81553872118,	None,	-0.799449334815,	-0.799449334815
2018-03-27 18:12:25,	elu,	0.489785914745,	0.637431261377,	3373,	318,	9.52368014888e-05,	RMSPropOptimizer,	2,	2.80848471632,	6.92469565382,	None,	None,	None,	None,	-0.386401711042,	-0.386401711042
2018-03-27 18:12:25,	relu,	0.677285914745,	0.974385144873,	344,	380,	0.0125413311735,	RMSPropOptimizer,	3,	9.62120278368,	14.0743277837,	2.36903159132,	None,	None,	None,	-0.434691307135,	-0.434691307135
2018-03-27 18:12:25,	tanh,	0.177285914745,	0.731181261377,	2601,	282,	4.63772295257e-05,	GradientDescentOptimizer,	6,	3.52625815382,	7.02723471632,	10.4561637212,	13.9914461843,	8.06727377882,	11.0713980962,	-0.882779862833,	-0.882779862833
2018-03-27 18:12:25,	elu,	0.927285914745,	0.606181261377,	919,	233,	0.223019910003,	RMSPropOptimizer,	1,	12.9317496587,	None,	None,	None,	None,	None,	-0.431717746304,	-0.431717746304
2018-03-27 18:12:25,	relu,	0.427285914745,	0.851873706412,	7357,	330,	0.000824716723603,	AdamOptimizer,	4,	7.48253090868,	2.85362465868,	11.3350699712,	2.33973471632,	None,	None,	-0.370664973491,	-0.370664973491
2018-03-27 18:12:25,	relu,	0.552285914745,	0.543681261377,	578,	355,	1.09977742639e-05,	GradientDescentOptimizer,	2,	9.37098471632,	9.53331215868,	None,	None,	None,	None,	-0.178546108869,	-0.178546108869
2018-03-27 18:12:25,	tanh,	0.0522859147451,	0.793681261377,	4374,	258,	0.00347780158662,	AdamOptimizer,	5,	10.4415152837,	10.0887581538,	4.28797690382,	10.1192496587,	11.6280387212,	None,	-0.656974103703,	-0.656974103703
2018-03-27 18:12:25,	elu,	0.802285914745,	0.911885144873,	204,	208,	0.000195571155297,	RMSPropOptimizer,	1,	3.76063315382,	None,	None,	None,	None,	None,	-0.734093440934,	-0.734093440934
2018-03-27 18:12:25,	tanh,	0.302285914745,	0.668681261377,	1546,	306,	0.0528863550421,	GradientDescentOptimizer,	4,	13.1075309087,	1.18250815382,	2.16395346632,	7.89558965421,	None,	None,	-0.060780549559,	-0.060780549559
2018-03-27 18:12:25,	elu,	0.755410914745,	0.754618761377,	542,	243,	5.55174872211e-05,	AdamOptimizer,	2,	1.16785971632,	5.28407065382,	None,	None,	None,	None,	-0.881341992419,	-0.881341992419
2018-03-27 18:12:25,	tanh,	0.255410914745,	0.504618761377,	4099,	340,	0.0150130398103,	GradientDescentOptimizer,	4,	5.10828940382,	10.1192496587,	2.39832846632,	13.6202262212,	None,	None,	-0.632517175724,	-0.632517175724
2018-03-27 18:12:25,	elu,	0.505410914745,	0.629618761377,	191,	390,	0.000987256044224,	AdamOptimizer,	3,	14.5430777837,	5.60633627882,	10.1034065913,	None,	None,	None,	-0.384732839691,	-0.384732839691
2018-03-27 18:12:25,	relu,	0.0190031477549,	0.872822644873,	1449,	293,	0.266973795767,	RMSPropOptimizer,	6,	15.7442496587,	15.0264762212,	9.75303872118,	8.66785971632,	8.30164877882,	5.41590659132,	-0.824971420352,	-0.824971420352
2018-03-27 18:12:25,	relu,	0.880410914745,	0.692118761377,	322,	218,	0.00416322421838,	GradientDescentOptimizer,	1,	11.2911246587,	None,	None,	None,	None,	None,	-0.252663714651,	-0.252663714651
2018-03-27 18:12:25,	tanh,	0.380410914745,	0.935322644873,	2437,	315,	1.31652709401e-05,	RMSPropOptimizer,	4,	14.2794059087,	11.9942496587,	11.5694449712,	11.7452262212,	None,	None,	-0.154733822241,	-0.154733822241
2018-03-27 18:12:25,	elu,	0.630410914745,	0.817118761377,	861,	365,	0.0633094639384,	AdamOptimizer,	2,	6.79285971632,	14.4551871587,	None,	None,	None,	None,	-0.191559036587,	-0.191559036587
2018-03-27 18:12:25,	relu,	0.130410914745,	0.567118761377,	6894,	268,	0.000234115302403,	RMSPropOptimizer,	5,	12.5508902837,	1.37481952675,	1.70985190382,	5.19737465868,	13.7374137212,	None,	-0.989879689851,	-0.989879689851
2018-03-27 18:12:25,	tanh,	0.942910914745,	0.785868761377,	147,	230,	0.130007568609,	GradientDescentOptimizer,	4,	15.2169059087,	11.0567496587,	10.6319449712,	5.38660971632,	None,	None,	-0.915988222781,	-0.915988222781
2018-03-27 18:12:25,	relu,	0.442910914745,	0.535868761377,	1117,	327,	0.000480761632561,	AdamOptimizer,	1,	1.18250815382,	None,	None,	None,	None,	None,	-0.72155946267,	-0.72155946267
2018-03-27 18:12:25,	relu,	0.692910914745,	0.660868761377,	418,	377,	0.0085492851232,	RMSPropOptimizer,	6,	1.88563315382,	1.16785971632,	10.6905387212,	13.3553597163,	1.73914877882,	15.5245230962,	-0.746060702956,	-0.746060702956
2018-03-27 18:12:25,	elu,	0.192910914745,	0.904072644873,	3161,	280,	2.70352133555e-05,	GradientDescentOptimizer,	3,	7.98057778368,	6.54383627882,	3.54090659132,	None,	None,	None,	-0.758326757354,	-0.758326757354
2018-03-27 18:12:25,	tanh,	0.817910914745,	0.723368761377,	664,	205,	0.00202735499434,	RMSPropOptimizer,	5,	6.19227377882,	13.4004996587,	10.1473519038,	6.13487465868,	14.6749137212,	None,	-0.0163575659064,	-0.0163575659064
2018-03-27 18:12:25,	relu,	0.317910914745,	0.966572644873,	5316,	302,	0.548237371017,	AdamOptimizer,	2,	15.0264762212,	2.47157065382,	None,	None,	None,	None,	-0.76320052236,	-0.76320052236
2018-03-27 18:12:25,	tanh,	0.567910914745,	0.848368761377,	248,	352,	0.000114006549415,	GradientDescentOptimizer,	6,	3.76063315382,	3.04285971632,	5.06553872118,	7.73035971632,	14.6602652837,	9.89952309618,	-0.49530345537,	-0.49530345537
2018-03-27 18:12:25,	elu,	0.0679109147451,	0.598368761377,	1879,	255,	0.0308296529736,	AdamOptimizer,	3,	2.55946127882,	11.9649527837,	12.9159065913,	None,	None,	None,	-0.781058557795,	-0.781058557795
2018-03-27 18:12:25,	relu,	0.0366609147451,	0.950947644873,	283,	346,	0.785631044141,	GradientDescentOptimizer,	2,	13.6202262212,	7.62782065382,	None,	None,	None,	None,	-0.297874275122,	-0.297874275122
2018-03-27 18:12:25,	elu,	0.536660914745,	0.707743761377,	2140,	249,	0.00290522519122,	RMSPropOptimizer,	5,	13.9702287584,	15.7442496587,	12.2872184087,	15.0411246587,	7.84754721632,	None,	-0.731798466934,	-0.731798466934
2018-03-27 18:12:25,	tanh,	0.286660914745,	0.582743761377,	756,	299,	0.0441792802473,	AdamOptimizer,	1,	7.07237465868,	None,	None,	None,	None,	None,	-0.0815867967605,	-0.0815867967605
2018-03-27 18:12:25,	elu,	0.786660914745,	0.832743761377,	6054,	396,	0.000158424603077,	RMSPropOptimizer,	4,	10.0606559087,	13.4004996587,	10.1631949712,	2.10535971632,	None,	None,	-0.725930115867,	-0.725930115867
2018-03-27 18:12:25,	tanh,	0.161660914745,	0.520243761377,	476,	321,	0.000688937462747,	AdamOptimizer,	3,	2.09071127882,	3.26258627882,	6.82215659132,	None,	None,	None,	-0.76040745254,	-0.76040745254
2018-03-27 18:12:25,	elu,	0.661660914745,	0.770243761377,	3599,	224,	0.186302480043,	GradientDescentOptimizer,	6,	15.2754996587,	11.7452262212,	9.28428872118,	1.63660971632,	1.27039877882,	15.0557730962,	-0.0192535852465,	-0.0192535852465
2018-03-27 18:12:25,	tanh,	0.411660914745,	0.888447644873,	168,	274,	3.87418005775e-05,	GradientDescentOptimizer,	1,	8.94737465868,	None,	None,	None,	None,	None,	-0.207830081554,	-0.207830081554
2018-03-27 18:12:25,	relu,	0.911660914745,	0.645243761377,	1272,	371,	0.0104765583513,	RMSPropOptimizer,	4,	4.63953940382,	15.2754996587,	4.74207846632,	7.73035971632,	None,	None,	-0.872749350905,	-0.872749350905
2018-03-27 18:12:25,	elu,	0.224160914745,	0.982197644873,	981,	334,	1.88659987477e-05,	RMSPropOptimizer,	6,	3.29188315382,	7.26160971632,	6.47178872118,	15.4952262212,	9.54794136067,	3.07215659132,	-0.989127015504,	-0.989127015504
2018-03-27 18:12:25,	relu,	0.724160914745,	0.738993761377,	7851,	236,	0.00596595263765,	AdamOptimizer,	3,	14.0743277837,	13.3712027837,	4.00965659132,	None,	None,	None,	-0.756284139705,	-0.756284139705
2018-03-27 18:12:25,	elu,	0.474160914745,	0.613993761377,	367,	286,	0.000335490171228,	GradientDescentOptimizer,	5,	5.72352377882,	3.76063315382,	5.92860190382,	14.1036246587,	5.03504721632,	None,	-0.85846131896,	-0.85846131896
2018-03-27 18:12:25,	tanh,	0.974160914745,	0.863993761377,	2775,	384,	0.0907232576386,	AdamOptimizer,	2,	5.38660971632,	10.2364371587,	None,	None,	None,	None,	-0.803831753324,	-0.803831753324
2018-03-27 18:12:25,	tanh,	0.55330229824,	0.833251953125,	614,	309,	2.67207032405e-05,	GradientDescentOptimizer,	4,	8.4352766611,	4.24462890625,	14.8659407236,	4.41397913692,	None,	None,	-0.521328042803,	-0.521328042803
2018-03-27 18:12:25,	elu,	0.06689453125,	0.59004806963,	4393,	214,	0.00722581301116,	RMSPropOptimizer,	2,	4.9026139639,	3.3938249014,	None,	None,	None,	None,	-0.756463375312,	-0.756463375312
2018-03-27 18:12:25,	relu,	0.80330229824,	0.71504806963,	217,	264,	0.000475168763944,	AdamOptimizer,	6,	12.0094954111,	8.91748046875,	13.7221679688,	15.0417219736,	2.6614030264,	14.8061523438,	-0.214686556409,	-0.214686556409
2018-03-27 18:12:25,	elu,	0.30330229824,	0.95145583662,	1563,	359,	0.109881746517,	GradientDescentOptimizer,	3,	8.2301985361,	9.6364485361,	1.8850358389,	None,	None,	None,	-0.867367116678,	-0.867367116678
2018-03-27 18:12:25,	tanh,	0.67830229824,	0.65254806963,	365,	334,	0.0260570684422,	AdamOptimizer,	4,	3.01416015625,	2.36962890625,	5.8987077139,	6.10498046875,	None,	None,	-0.750129217303,	-0.750129217303
2018-03-27 18:12:25,	relu,	0.187001554425,	0.88895583662,	2612,	239,	0.000112680271257,	RMSPropOptimizer,	1,	1.8703874014,	None,	None,	None,	None,	None,	-0.425664439065,	-0.425664439065
2018-03-27 18:12:25,	relu,	0.92830229824,	0.770751953125,	977,	287,	0.463367482967,	GradientDescentOptimizer,	5,	12.3012695312,	11.7446289062,	4.2727311514,	11.2758789062,	12.3159179688,	None,	-0.00102826424309,	-0.00102826424309
2018-03-27 18:12:25,	elu,	0.42830229824,	0.52754806963,	7388,	384,	0.00186036460357,	RMSPropOptimizer,	2,	6.7776139639,	8.81494140625,	None,	None,	None,	None,	-0.595603484981,	-0.595603484981
2018-03-27 18:12:25,	tanh,	0.97517729824,	0.92801833662,	300,	267,	0.00864991258882,	RMSPropOptimizer,	6,	7.4953874014,	2.3244889639,	14.8940429688,	11.3056200919,	2.4270280264,	2.1194108389,	-0.201187547382,	-0.201187547382
2018-03-27 18:12:25,	relu,	0.47517729824,	0.69161056963,	2149,	362,	3.19869538536e-05,	AdamOptimizer,	3,	1.3723405264,	4.44970703125,	8.94677734375,	None,	None,	None,	-0.455366228548,	-0.455366228548
2018-03-27 18:12:25,	relu,	0.72517729824,	0.56661056963,	804,	312,	0.13153779388,	RMSPropOptimizer,	4,	11.4821516611,	8.9626204111,	6.00465404083,	15.5104719736,	None,	None,	-0.744269079095,	-0.744269079095
2018-03-27 18:12:25,	elu,	0.231253935154,	0.809814453125,	6079,	217,	0.000568817414277,	GradientDescentOptimizer,	1,	7.7907454111,	None,	None,	None,	None,	None,	-0.706081932206,	-0.706081932206
2018-03-27 18:12:25,	tanh,	0.85017729824,	0.62911056963,	505,	290,	0.000134887865954,	RMSPropOptimizer,	5,	10.6606445312,	3.54150390625,	1.6946061514,	8.22900390625,	11.1440429688,	None,	-0.723060791744,	-0.723060791744
2018-03-27 18:12:25,	relu,	0.35017729824,	0.86551833662,	3615,	387,	0.0311925265707,	GradientDescentOptimizer,	2,	11.4428404073,	14.9391829111,	None,	None,	None,	None,	-0.0321314727953,	-0.0321314727953
2018-03-27 18:12:25,	tanh,	0.60017729824,	0.99051833662,	178,	337,	0.00205121752694,	GradientDescentOptimizer,	4,	2.5149186514,	10.8376204111,	15.1003157236,	9.8854719736,	None,	None,	-0.1872909436,	-0.1872909436
